arm,model_size,thinking,task,condition,density_class,index,instance_id,graph_id,exact,f1,abs_error,signed_error,parsed,hit_cap,pred,gold,n_nodes,n_edges,density_real,mean_degree,n_components,largest_cc,n_triangles,mean_clustering,target_id,target_degree,target_clustering,gold_is_yes,pair_common_neighbors,pair_distance,gold_magnitude,primer_chars,encoding_chars,n_new_tokens,resp_chars,n_node_mentions,uses_degree_sum,narrates_neighbors,enumerates_nodes
qwen3-4b,4b,0,node_degree,components,0.65,51,node_degree/size40/p0.65/51,p0.65/51,1.0,1.0,0,0,1,0,30,30,40,501,0.642308,25.05,1,40,2621,0.644215,0,30,0.632184,,,,30,37,5136,355,579,2,0,0,0
qwen3-4b,4b,0,edge_existence,filler,0.65,51,edge_existence/size40/p0.65/51,p0.65/51,1.0,1.0,,,1,0,No,No,40,501,0.642308,25.05,1,40,2621,0.644215,0,30,0.632184,0,17,2,,1829,5136,334,655,11,0,0,0
qwen3-4b,4b,0,edge_existence,degree,0.65,52,edge_existence/size40/p0.65/52,p0.65/52,1.0,1.0,,,1,0,Yes,Yes,40,495,0.634615,24.75,1,40,2552,0.640393,31,27,0.649573,1,18,1,,909,5083,176,357,8,0,0,0
qwen3-4b,4b,0,node_degree,all,0.65,53,node_degree/size40/p0.65/53,p0.65/53,1.0,1.0,0,0,1,0,24,24,40,504,0.646154,25.2,1,40,2723,0.65711,14,24,0.666667,,,,24,4709,5156,163,355,4,0,1,0
qwen3-4b,4b,0,node_degree,clustering,0.65,54,node_degree/size40/p0.65/54,p0.65/54,0.0,0.0,1,-1,1,0,28,29,40,506,0.648718,25.3,1,40,2725,0.656885,11,29,0.650246,,,,29,1629,5179,327,525,4,0,0,0
qwen3-4b,4b,0,node_degree,none,0.65,55,node_degree/size40/p0.65/55,p0.65/55,1.0,1.0,0,0,1,0,26,26,40,493,0.632051,24.65,1,40,2465,0.626601,21,26,0.646154,,,,26,0,5087,336,577,3,0,0,0
qwen3-4b,4b,0,edge_existence,rwse,0.65,55,edge_existence/size40/p0.65/55,p0.65/55,1.0,1.0,,,1,0,Yes,Yes,40,493,0.632051,24.65,1,40,2465,0.626601,21,26,0.646154,1,15,1,,2949,5087,189,417,8,0,0,0
qwen3-4b,4b,0,edge_existence,components,0.65,56,edge_existence/size40/p0.65/56,p0.65/56,0.0,0.0,,,1,0,Yes,No,40,500,0.641026,25.0,1,40,2558,0.633488,35,23,0.573123,0,12,2,,37,5124,157,329,6,0,0,0
qwen3-4b,4b,0,node_degree,filler,0.65,57,node_degree/size40/p0.65/57,p0.65/57,1.0,1.0,0,0,1,0,23,23,40,520,0.666667,26.0,1,40,2942,0.670192,20,23,0.652174,,,,23,1829,5289,297,518,3,0,0,0
qwen3-4b,4b,0,node_degree,degree,0.65,58,node_degree/size40/p0.65/58,p0.65/58,0.0,0.0,1,1,1,0,28,27,40,484,0.620513,24.2,1,40,2333,0.616447,18,27,0.626781,,,,27,909,5016,20,48,1,0,0,0
qwen3-4b,4b,0,edge_existence,all,0.65,58,edge_existence/size40/p0.65/58,p0.65/58,1.0,1.0,,,1,0,Yes,Yes,40,484,0.620513,24.2,1,40,2333,0.616447,18,27,0.626781,1,13,1,,4709,5016,180,388,8,0,0,0
qwen3-4b,4b,0,edge_existence,clustering,0.65,59,edge_existence/size40/p0.65/59,p0.65/59,1.0,1.0,,,1,0,Yes,Yes,40,491,0.629487,24.55,1,40,2474,0.631705,1,22,0.619048,1,13,1,,1629,5066,160,368,8,0,0,0
qwen3-4b,4b,0,edge_existence,none,0.65,60,edge_existence/size40/p0.65/60,p0.65/60,1.0,1.0,,,1,0,Yes,Yes,40,520,0.666667,26.0,1,40,2903,0.664439,16,26,0.673846,1,18,1,,0,5289,171,344,8,0,0,0
qwen3-4b,4b,0,node_degree,rwse,0.65,61,node_degree/size40/p0.65/61,p0.65/61,0.0,0.0,1,1,1,0,28,27,40,505,0.647436,25.25,1,40,2722,0.656863,3,27,0.641026,,,,27,2949,5161,292,459,3,0,0,0
qwen3-4b,4b,0,node_degree,components,0.65,62,node_degree/size40/p0.65/62,p0.65/62,1.0,1.0,0,0,1,0,24,24,40,498,0.638462,24.9,1,40,2556,0.63618,1,24,0.619565,,,,24,37,5141,325,590,3,0,0,0
qwen3-4b,4b,0,edge_existence,filler,0.65,62,edge_existence/size40/p0.65/62,p0.65/62,1.0,1.0,,,1,0,No,No,40,498,0.638462,24.9,1,40,2556,0.63618,1,24,0.619565,0,15,2,,1829,5141,371,873,16,0,0,0
qwen3-4b,4b,0,edge_existence,degree,0.65,63,edge_existence/size40/p0.65/63,p0.65/63,0.0,0.0,,,1,0,Yes,No,40,493,0.632051,24.65,1,40,2468,0.626431,30,26,0.6,0,19,2,,909,5092,172,352,8,0,0,0
qwen3-4b,4b,0,node_degree,all,0.65,64,node_degree/size40/p0.65/64,p0.65/64,1.0,1.0,0,0,1,0,26,26,40,522,0.669231,26.1,1,40,2965,0.670247,27,26,0.667692,,,,26,4709,5313,14,32,1,0,0,0
qwen3-4b,4b,0,node_degree,clustering,0.65,65,node_degree/size40/p0.65/65,p0.65/65,0.0,0.0,1,1,1,0,26,25,40,490,0.628205,24.5,1,40,2389,0.617699,24,25,0.63,,,,25,1629,5053,271,438,3,0,0,0
qwen3-4b,4b,0,node_degree,none,0.65,66,node_degree/size40/p0.65/66,p0.65/66,1.0,1.0,0,0,1,0,27,27,40,523,0.670513,26.15,1,40,2970,0.668341,5,27,0.649573,,,,27,0,5311,345,589,4,0,0,0
qwen3-4b,4b,0,edge_existence,rwse,0.65,66,edge_existence/size40/p0.65/66,p0.65/66,0.0,0.0,,,1,0,Yes,No,40,523,0.670513,26.15,1,40,2970,0.668341,5,27,0.649573,0,16,2,,2949,5311,178,390,7,0,0,0
qwen3-4b,4b,0,edge_existence,components,0.65,67,edge_existence/size40/p0.65/67,p0.65/67,1.0,1.0,,,1,0,Yes,Yes,40,519,0.665385,25.95,1,40,2905,0.666689,23,28,0.669312,1,19,1,,37,5284,180,366,8,0,0,0
qwen3-4b,4b,0,node_degree,filler,0.65,68,node_degree/size40/p0.65/68,p0.65/68,1.0,1.0,0,0,1,0,27,27,40,503,0.644872,25.15,1,40,2623,0.641873,27,27,0.643875,,,,27,1829,5162,343,556,3,0,0,0
qwen3-4b,4b,0,node_degree,degree,0.65,69,node_degree/size40/p0.65/69,p0.65/69,1.0,1.0,0,0,1,0,27,27,40,492,0.630769,24.6,1,40,2479,0.631383,5,27,0.603989,,,,27,909,5081,13,31,1,0,0,0
qwen3-4b,4b,0,edge_existence,all,0.65,69,edge_existence/size40/p0.65/69,p0.65/69,1.0,1.0,,,1,0,Yes,Yes,40,492,0.630769,24.6,1,40,2479,0.631383,5,27,0.603989,1,19,1,,4709,5081,167,346,8,0,0,0
qwen3-4b,4b,0,edge_existence,clustering,0.65,70,edge_existence/size40/p0.65/70,p0.65/70,0.0,0.0,,,1,0,No,Yes,40,491,0.629487,24.55,1,40,2459,0.631312,35,24,0.626812,1,13,1,,1629,5076,172,360,7,0,0,0
qwen3-4b,4b,0,edge_existence,none,0.65,71,edge_existence/size40/p0.65/71,p0.65/71,1.0,1.0,,,1,0,Yes,Yes,40,503,0.644872,25.15,1,40,2623,0.640343,12,23,0.648221,1,13,1,,0,5159,161,360,7,0,0,0
qwen3-4b,4b,0,node_degree,rwse,0.65,72,node_degree/size40/p0.65/72,p0.65/72,1.0,1.0,0,0,1,0,20,20,40,509,0.652564,25.45,1,40,2733,0.650926,7,20,0.663158,,,,20,2949,5209,295,595,4,0,0,0
qwen3-4b,4b,0,node_degree,components,0.65,73,node_degree/size40/p0.65/73,p0.65/73,1.0,1.0,0,0,1,0,24,24,40,504,0.646154,25.2,1,40,2674,0.64984,29,24,0.619565,,,,24,37,5166,177,328,3,0,0,0
qwen3-4b,4b,0,edge_existence,filler,0.65,73,edge_existence/size40/p0.65/73,p0.65/73,0.0,0.0,,,1,0,Yes,No,40,504,0.646154,25.2,1,40,2674,0.64984,29,24,0.619565,0,20,2,,1829,5166,95,238,5,0,0,0
qwen3-4b,4b,0,edge_existence,degree,0.65,74,edge_existence/size40/p0.65/74,p0.65/74,1.0,1.0,,,1,0,Yes,Yes,40,512,0.65641,25.6,1,40,2795,0.659326,36,28,0.637566,1,16,1,,909,5226,179,362,8,0,0,0
qwen3-4b,4b,0,node_degree,all,0.65,75,node_degree/size40/p0.65/75,p0.65/75,1.0,1.0,0,0,1,0,22,22,40,525,0.673077,26.25,1,40,2972,0.667043,5,22,0.649351,,,,22,4709,5330,13,31,1,0,0,0
qwen3-4b,4b,0,node_degree,clustering,0.65,76,node_degree/size40/p0.65/76,p0.65/76,1.0,1.0,0,0,1,0,22,22,40,525,0.673077,26.25,1,40,2989,0.669977,1,22,0.727273,,,,22,1629,5328,283,499,3,0,0,0
qwen3-4b,4b,0,node_degree,none,0.65,77,node_degree/size40/p0.65/77,p0.65/77,0.0,0.0,1,-1,1,0,27,28,40,515,0.660256,25.75,1,40,2800,0.654003,23,28,0.645503,,,,28,0,5252,318,502,4,0,0,0
qwen3-4b,4b,0,edge_existence,rwse,0.65,77,edge_existence/size40/p0.65/77,p0.65/77,1.0,1.0,,,1,0,Yes,Yes,40,515,0.660256,25.75,1,40,2800,0.654003,23,28,0.645503,1,17,1,,2949,5252,185,393,8,0,0,0
qwen3-4b,4b,0,edge_existence,components,0.65,78,edge_existence/size40/p0.65/78,p0.65/78,1.0,1.0,,,1,0,Yes,Yes,40,516,0.661538,25.8,1,40,2858,0.662713,3,25,0.656667,1,14,1,,37,5264,165,349,7,0,0,0
qwen3-4b,4b,0,node_degree,filler,0.65,79,node_degree/size40/p0.65/79,p0.65/79,1.0,1.0,0,0,1,0,22,22,40,534,0.684615,26.7,1,40,3178,0.686847,28,22,0.701299,,,,22,1829,5376,291,515,4,0,0,0
qwen3-4b,4b,0,node_degree,degree,0.65,80,node_degree/size40/p0.65/80,p0.65/80,1.0,1.0,0,0,1,0,25,25,40,503,0.644872,25.15,1,40,2674,0.650065,30,25,0.623333,,,,25,909,5153,36,114,2,0,0,0
qwen3-4b,4b,0,edge_existence,all,0.65,80,edge_existence/size40/p0.65/80,p0.65/80,1.0,1.0,,,1,0,No,No,40,503,0.644872,25.15,1,40,2674,0.650065,30,25,0.623333,0,14,2,,4709,5153,179,386,7,0,0,0
qwen3-4b,4b,0,edge_existence,clustering,0.65,81,edge_existence/size40/p0.65/81,p0.65/81,1.0,1.0,,,1,0,Yes,Yes,40,493,0.632051,24.65,1,40,2480,0.631053,37,29,0.637931,1,20,1,,1629,5082,191,402,7,0,0,0
qwen3-4b,4b,0,edge_existence,none,0.65,82,edge_existence/size40/p0.65/82,p0.65/82,1.0,1.0,,,1,0,Yes,Yes,40,506,0.648718,25.3,1,40,2685,0.646665,2,18,0.627451,1,14,1,,0,5183,130,301,6,0,0,0
qwen3-4b,4b,0,node_degree,rwse,0.65,83,node_degree/size40/p0.65/83,p0.65/83,1.0,1.0,0,0,1,0,24,24,40,502,0.64359,25.1,1,40,2662,0.651772,39,24,0.655797,,,,24,2949,5146,331,608,3,0,0,0
qwen3-4b,4b,0,node_degree,components,0.65,84,node_degree/size40/p0.65/84,p0.65/84,1.0,1.0,0,0,1,0,30,30,40,501,0.642308,25.05,1,40,2624,0.644948,38,30,0.63908,,,,30,37,5146,329,506,3,0,0,0
qwen3-4b,4b,0,edge_existence,filler,0.65,84,edge_existence/size40/p0.65/84,p0.65/84,1.0,1.0,,,1,0,Yes,Yes,40,501,0.642308,25.05,1,40,2624,0.644948,38,30,0.63908,1,16,1,,1829,5146,188,379,7,0,1,0
qwen3-4b,4b,0,edge_existence,degree,0.65,85,edge_existence/size40/p0.65/85,p0.65/85,1.0,1.0,,,1,0,No,No,40,517,0.662821,25.85,1,40,2860,0.659625,22,27,0.663818,0,18,2,,909,5270,163,304,6,0,0,0
qwen3-4b,4b,0,node_degree,all,0.65,86,node_degree/size40/p0.65/86,p0.65/86,0.0,0.0,1,1,1,0,25,24,40,523,0.670513,26.15,1,40,2948,0.666238,31,24,0.673913,,,,24,4709,5313,161,347,3,0,0,0
qwen3-4b,4b,0,node_degree,clustering,0.65,87,node_degree/size40/p0.65/87,p0.65/87,1.0,1.0,0,0,1,0,20,20,40,526,0.674359,26.3,1,40,3041,0.676514,12,20,0.663158,,,,20,1629,5321,268,485,4,0,0,0
qwen3-4b,4b,0,node_degree,none,0.65,88,node_degree/size40/p0.65/88,p0.65/88,1.0,1.0,0,0,1,0,21,21,40,504,0.646154,25.2,1,40,2640,0.641453,25,21,0.595238,,,,21,0,5173,290,525,4,0,0,0
qwen3-4b,4b,0,edge_existence,rwse,0.65,88,edge_existence/size40/p0.65/88,p0.65/88,1.0,1.0,,,1,0,No,No,40,504,0.646154,25.2,1,40,2640,0.641453,25,21,0.595238,0,12,2,,2949,5173,169,371,7,0,0,0
qwen3-4b,4b,0,edge_existence,components,0.65,89,edge_existence/size40/p0.65/89,p0.65/89,0.0,0.0,,,1,0,Yes,No,40,530,0.679487,26.5,1,40,3105,0.681281,31,26,0.689231,0,16,2,,37,5363,279,465,8,0,0,0
qwen3-4b,4b,0,node_degree,filler,0.65,90,node_degree/size40/p0.65/90,p0.65/90,1.0,1.0,0,0,1,0,27,27,40,515,0.660256,25.75,1,40,2828,0.65944,35,27,0.649573,,,,27,1829,5244,295,465,3,0,0,0
qwen3-4b,4b,0,node_degree,degree,0.65,91,node_degree/size40/p0.65/91,p0.65/91,1.0,1.0,0,0,1,0,30,30,40,534,0.684615,26.7,1,40,3121,0.675842,39,30,0.673563,,,,30,909,5404,35,106,2,0,0,0
qwen3-4b,4b,0,edge_existence,all,0.65,91,edge_existence/size40/p0.65/91,p0.65/91,1.0,1.0,,,1,0,Yes,Yes,40,534,0.684615,26.7,1,40,3121,0.675842,39,30,0.673563,1,20,1,,4709,5404,171,335,6,0,0,0
qwen3-4b,4b,0,edge_existence,clustering,0.65,92,edge_existence/size40/p0.65/92,p0.65/92,1.0,1.0,,,1,0,Yes,Yes,40,504,0.646154,25.2,1,40,2699,0.652885,1,26,0.646154,1,15,1,,1629,5168,167,348,7,0,0,0
qwen3-4b,4b,0,edge_existence,none,0.65,93,edge_existence/size40/p0.65/93,p0.65/93,1.0,1.0,,,1,0,Yes,Yes,40,499,0.639744,24.95,1,40,2589,0.640701,1,24,0.655797,1,12,1,,0,5131,161,363,7,0,0,0
qwen3-4b,4b,0,node_degree,rwse,0.65,94,node_degree/size40/p0.65/94,p0.65/94,0.0,0.0,1,1,1,0,26,25,40,524,0.671795,26.2,1,40,2962,0.66721,17,25,0.65,,,,25,2949,5312,301,520,2,0,0,0
qwen3-4b,4b,0,node_degree,components,0.65,95,node_degree/size40/p0.65/95,p0.65/95,1.0,1.0,0,0,1,0,26,26,40,531,0.680769,26.55,1,40,3090,0.67512,25,26,0.655385,,,,26,37,5361,286,450,3,0,0,0
qwen3-4b,4b,0,edge_existence,filler,0.65,95,edge_existence/size40/p0.65/95,p0.65/95,1.0,1.0,,,1,0,Yes,Yes,40,531,0.680769,26.55,1,40,3090,0.67512,25,26,0.655385,1,16,1,,1829,5361,183,387,7,0,1,0
qwen3-4b,4b,0,edge_existence,degree,0.65,96,edge_existence/size40/p0.65/96,p0.65/96,1.0,1.0,,,1,0,Yes,Yes,40,523,0.670513,26.15,1,40,2981,0.674562,27,27,0.692308,1,19,1,,909,5313,171,353,8,0,0,0
qwen3-4b,4b,0,node_degree,all,0.65,97,node_degree/size40/p0.65/97,p0.65/97,1.0,1.0,0,0,1,0,17,17,40,505,0.647436,25.25,1,40,2748,0.659981,24,17,0.661765,,,,17,4709,5179,14,32,1,0,0,0
qwen3-4b,4b,0,node_degree,clustering,0.65,98,node_degree/size40/p0.65/98,p0.65/98,0.0,0.0,4,4,1,0,33,29,40,500,0.641026,25.0,1,40,2579,0.634844,34,29,0.625616,,,,29,1629,5143,333,557,3,0,0,0
qwen3-4b,4b,0,node_degree,none,0.65,99,node_degree/size40/p0.65/99,p0.65/99,0.0,0.0,6,6,1,0,38,32,40,501,0.642308,25.05,1,40,2572,0.634683,2,32,0.622984,,,,32,0,5149,337,512,3,0,0,0
qwen3-4b,4b,0,edge_existence,rwse,0.65,99,edge_existence/size40/p0.65/99,p0.65/99,1.0,1.0,,,1,0,Yes,Yes,40,501,0.642308,25.05,1,40,2572,0.634683,2,32,0.622984,1,16,1,,2949,5149,189,376,7,0,1,0
qwen3-4b,4b,0,edge_existence,components,0.75,0,edge_existence/size40/p0.75/0,p0.75/0,1.0,1.0,,,1,0,Yes,Yes,40,585,0.75,29.25,1,40,4136,0.746409,10,25,0.75,1,19,1,,37,5769,169,355,8,0,0,0
qwen3-4b,4b,0,node_degree,filler,0.75,1,node_degree/size40/p0.75/1,p0.75/1,0.0,0.0,1,1,1,0,30,29,40,590,0.75641,29.5,1,40,4265,0.75632,10,29,0.76601,,,,29,1829,5811,312,467,3,0,0,0
qwen3-4b,4b,0,node_degree,degree,0.75,2,node_degree/size40/p0.75/2,p0.75/2,0.0,0.0,3,3,1,0,31,28,40,601,0.770513,30.05,1,40,4519,0.771895,10,28,0.780423,,,,28,909,5907,14,32,1,0,0,0
qwen3-4b,4b,0,edge_existence,all,0.75,2,edge_existence/size40/p0.75/2,p0.75/2,1.0,1.0,,,1,0,Yes,Yes,40,601,0.770513,30.05,1,40,4519,0.771895,10,28,0.780423,1,17,1,,4709,5907,176,367,7,0,0,0
qwen3-4b,4b,0,edge_existence,clustering,0.75,3,edge_existence/size40/p0.75/3,p0.75/3,1.0,1.0,,,1,0,Yes,Yes,40,588,0.753846,29.4,1,40,4243,0.755802,27,25,0.76,1,19,1,,1629,5798,172,373,8,0,0,0
qwen3-4b,4b,0,edge_existence,none,0.75,4,edge_existence/size40/p0.75/4,p0.75/4,1.0,1.0,,,1,0,Yes,Yes,40,587,0.752564,29.35,1,40,4182,0.749922,17,30,0.756322,1,23,1,,0,5797,184,371,7,0,0,0
qwen3-4b,4b,0,node_degree,rwse,0.75,5,node_degree/size40/p0.75/5,p0.75/5,0.0,0.0,4,4,1,0,36,32,40,565,0.724359,28.25,1,40,3781,0.727148,26,32,0.739919,,,,32,2949,5621,339,589,4,0,0,0
qwen3-4b,4b,0,node_degree,components,0.75,6,node_degree/size40/p0.75/6,p0.75/6,0.0,0.0,1,1,1,0,28,27,40,568,0.728205,28.4,1,40,3803,0.727201,4,27,0.703704,,,,27,37,5652,305,493,4,0,0,0
qwen3-4b,4b,0,edge_existence,filler,0.75,6,edge_existence/size40/p0.75/6,p0.75/6,1.0,1.0,,,1,0,Yes,Yes,40,568,0.728205,28.4,1,40,3803,0.727201,4,27,0.703704,1,20,1,,1829,5652,168,333,6,0,1,0
qwen3-4b,4b,0,edge_existence,degree,0.75,7,edge_existence/size40/p0.75/7,p0.75/7,1.0,1.0,,,1,0,No,No,40,583,0.747436,29.15,1,40,4090,0.742778,2,27,0.754986,0,20,2,,909,5764,310,590,9,0,0,0
qwen3-4b,4b,0,node_degree,all,0.75,8,node_degree/size40/p0.75/8,p0.75/8,0.0,0.0,6,6,1,0,38,32,40,599,0.767949,29.95,1,40,4466,0.767302,1,32,0.772177,,,,32,4709,5881,13,31,1,0,0,0
qwen3-4b,4b,0,node_degree,clustering,0.75,9,node_degree/size40/p0.75/9,p0.75/9,1.0,1.0,0,0,1,0,29,29,40,597,0.765385,29.85,1,40,4375,0.758888,2,29,0.758621,,,,29,1629,5872,308,471,3,0,0,0
qwen3-4b,4b,0,node_degree,none,0.75,10,node_degree/size40/p0.75/10,p0.75/10,0.0,0.0,5,5,1,0,34,29,40,582,0.746154,29.1,1,40,4084,0.74432,20,29,0.743842,,,,29,0,5749,336,549,3,0,0,0
qwen3-4b,4b,0,edge_existence,rwse,0.75,10,edge_existence/size40/p0.75/10,p0.75/10,1.0,1.0,,,1,0,Yes,Yes,40,582,0.746154,29.1,1,40,4084,0.74432,20,29,0.743842,1,15,1,,2949,5749,207,441,8,0,0,0
qwen3-4b,4b,0,edge_existence,components,0.75,11,edge_existence/size40/p0.75/11,p0.75/11,0.0,0.0,,,1,0,No,Yes,40,589,0.755128,29.45,1,40,4277,0.758385,37,31,0.76129,1,23,1,,37,5804,200,410,7,0,0,0
qwen3-4b,4b,0,node_degree,filler,0.75,12,node_degree/size40/p0.75/12,p0.75/12,1.0,1.0,0,0,1,0,35,35,40,576,0.738462,28.8,1,40,4029,0.74523,27,35,0.741176,,,,35,1829,5714,362,584,2,0,0,0
qwen3-4b,4b,0,node_degree,degree,0.75,13,node_degree/size40/p0.75/13,p0.75/13,1.0,1.0,0,0,1,0,30,30,40,583,0.747436,29.15,1,40,4132,0.749879,11,30,0.763218,,,,30,909,5767,34,110,2,0,0,0
qwen3-4b,4b,0,edge_existence,all,0.75,13,edge_existence/size40/p0.75/13,p0.75/13,1.0,1.0,,,1,0,Yes,Yes,40,583,0.747436,29.15,1,40,4132,0.749879,11,30,0.763218,1,24,1,,4709,5767,201,419,8,0,0,0
qwen3-4b,4b,0,edge_existence,clustering,0.75,14,edge_existence/size40/p0.75/14,p0.75/14,1.0,1.0,,,1,0,Yes,Yes,40,568,0.728205,28.4,1,40,3793,0.725836,23,30,0.701149,1,18,1,,1629,5648,204,424,8,0,0,0
qwen3-4b,4b,0,edge_existence,none,0.75,15,edge_existence/size40/p0.75/15,p0.75/15,1.0,1.0,,,1,0,Yes,Yes,40,574,0.735897,28.7,1,40,3932,0.735592,10,29,0.726601,1,19,1,,0,5709,193,413,8,0,0,0
qwen3-4b,4b,0,node_degree,rwse,0.75,16,node_degree/size40/p0.75/16,p0.75/16,0.0,0.0,5,5,1,0,38,33,40,596,0.764103,29.8,1,40,4372,0.76028,12,33,0.761364,,,,33,2949,5861,379,621,4,0,0,0
qwen3-4b,4b,0,node_degree,components,0.75,17,node_degree/size40/p0.75/17,p0.75/17,0.0,0.0,1,1,1,0,26,25,40,583,0.747436,29.15,1,40,4118,0.748332,16,25,0.76,,,,25,37,5750,294,487,4,0,0,0
qwen3-4b,4b,0,edge_existence,filler,0.75,17,edge_existence/size40/p0.75/17,p0.75/17,1.0,1.0,,,1,0,No,No,40,583,0.747436,29.15,1,40,4118,0.748332,16,25,0.76,0,21,2,,1829,5750,371,757,12,0,0,0
qwen3-4b,4b,0,edge_existence,degree,0.75,18,edge_existence/size40/p0.75/18,p0.75/18,1.0,1.0,,,1,0,No,No,40,582,0.746154,29.1,1,40,4107,0.747873,21,26,0.784615,0,19,2,,909,5759,364,759,12,0,0,0
qwen3-4b,4b,0,node_degree,all,0.75,19,node_degree/size40/p0.75/19,p0.75/19,1.0,1.0,0,0,1,0,30,30,40,595,0.762821,29.75,1,40,4399,0.764463,6,30,0.731034,,,,30,4709,5860,13,31,1,0,0,0
qwen3-4b,4b,0,node_degree,clustering,0.75,20,node_degree/size40/p0.75/20,p0.75/20,1.0,1.0,0,0,1,0,28,28,40,569,0.729487,28.45,1,40,3875,0.735185,2,28,0.732804,,,,28,1629,5678,302,465,3,0,0,0
qwen3-4b,4b,0,node_degree,none,0.75,21,node_degree/size40/p0.75/21,p0.75/21,0.0,0.0,3,3,1,0,39,36,40,604,0.774359,30.2,1,40,4607,0.776904,33,36,0.766667,,,,36,0,5916,225,442,3,0,0,0
qwen3-4b,4b,0,edge_existence,rwse,0.75,21,edge_existence/size40/p0.75/21,p0.75/21,1.0,1.0,,,1,0,Yes,Yes,40,604,0.774359,30.2,1,40,4607,0.776904,33,36,0.766667,1,26,1,,2949,5916,223,421,7,0,0,0
qwen3-4b,4b,0,edge_existence,components,0.75,22,edge_existence/size40/p0.75/22,p0.75/22,1.0,1.0,,,1,0,No,No,40,598,0.766667,29.9,1,40,4448,0.767128,36,27,0.797721,0,19,2,,37,5881,344,692,14,0,0,0
qwen3-4b,4b,0,node_degree,filler,0.75,23,node_degree/size40/p0.75/23,p0.75/23,0.0,0.0,1,1,1,0,31,30,40,587,0.752564,29.35,1,40,4253,0.758739,29,30,0.733333,,,,30,1829,5802,315,471,3,0,0,0
qwen3-4b,4b,0,node_degree,degree,0.75,24,node_degree/size40/p0.75/24,p0.75/24,1.0,1.0,0,0,1,0,30,30,40,586,0.751282,29.3,1,40,4201,0.752377,16,30,0.754023,,,,30,909,5784,352,664,6,0,0,0
qwen3-4b,4b,0,edge_existence,all,0.75,24,edge_existence/size40/p0.75/24,p0.75/24,0.0,0.0,,,1,0,Yes,No,40,586,0.751282,29.3,1,40,4201,0.752377,16,30,0.754023,0,23,2,,4709,5784,188,376,7,0,0,0
qwen3-4b,4b,0,edge_existence,clustering,0.75,25,edge_existence/size40/p0.75/25,p0.75/25,1.0,1.0,,,1,0,No,No,40,590,0.75641,29.5,1,40,4271,0.756359,29,29,0.719212,0,22,2,,1629,5810,319,571,9,0,0,0
qwen3-4b,4b,0,edge_existence,none,0.75,26,edge_existence/size40/p0.75/26,p0.75/26,1.0,1.0,,,1,0,Yes,Yes,40,569,0.729487,28.45,1,40,3818,0.726544,13,26,0.701538,1,14,1,,0,5651,168,355,7,0,0,0
qwen3-4b,4b,0,node_degree,rwse,0.75,27,node_degree/size40/p0.75/27,p0.75/27,1.0,1.0,0,0,1,0,28,28,40,580,0.74359,29.0,1,40,4058,0.744035,21,28,0.703704,,,,28,2949,5743,312,556,5,0,0,0
qwen3-4b,4b,0,node_degree,components,0.75,28,node_degree/size40/p0.75/28,p0.75/28,0.0,0.0,1,-1,1,0,28,29,40,592,0.758974,29.6,1,40,4278,0.754415,24,29,0.768473,,,,29,37,5841,316,496,4,0,0,0
qwen3-4b,4b,0,edge_existence,filler,0.75,28,edge_existence/size40/p0.75/28,p0.75/28,1.0,1.0,,,1,0,Yes,Yes,40,592,0.758974,29.6,1,40,4278,0.754415,24,29,0.768473,1,18,1,,1829,5841,187,378,7,0,1,0
qwen3-4b,4b,0,edge_existence,degree,0.75,29,edge_existence/size40/p0.75/29,p0.75/29,1.0,1.0,,,1,0,Yes,Yes,40,584,0.748718,29.2,1,40,4202,0.755985,27,30,0.767816,1,19,1,,909,5776,187,370,8,0,0,0
qwen3-4b,4b,0,node_degree,all,0.75,30,node_degree/size40/p0.75/30,p0.75/30,0.0,0.0,9,-9,1,0,25,34,40,601,0.770513,30.05,1,40,4520,0.770205,11,34,0.764706,,,,34,4709,5894,14,32,1,0,0,0
qwen3-4b,4b,0,node_degree,clustering,0.75,31,node_degree/size40/p0.75/31,p0.75/31,1.0,1.0,0,0,1,0,27,27,40,592,0.758974,29.6,1,40,4313,0.757637,10,27,0.732194,,,,27,1629,5820,293,456,3,0,0,0
qwen3-4b,4b,0,node_degree,none,0.75,32,node_degree/size40/p0.75/32,p0.75/32,1.0,1.0,0,0,1,0,29,29,40,573,0.734615,28.65,1,40,3949,0.740203,36,29,0.724138,,,,29,0,5692,373,651,3,0,0,0
qwen3-4b,4b,0,edge_existence,rwse,0.75,32,edge_existence/size40/p0.75/32,p0.75/32,0.0,0.0,,,1,0,Yes,No,40,573,0.734615,28.65,1,40,3949,0.740203,36,29,0.724138,0,21,2,,2949,5692,180,362,7,0,0,0
qwen3-4b,4b,0,edge_existence,components,0.75,33,edge_existence/size40/p0.75/33,p0.75/33,0.0,0.0,,,1,0,Yes,No,40,568,0.728205,28.4,1,40,3857,0.734458,17,28,0.73545,0,23,2,,37,5666,66,229,5,0,0,0
qwen3-4b,4b,0,node_degree,filler,0.75,34,node_degree/size40/p0.75/34,p0.75/34,0.0,0.0,6,6,1,0,37,31,40,587,0.752564,29.35,1,40,4205,0.753058,3,31,0.733333,,,,31,1829,5801,350,573,2,0,0,0
